AnimalID,AnimalType,Intake Date,IntakeYear,IntakeMonth,Name,Breed,Estimated Age,Sex,SpayNeuter,Size,Color,IntakeType,Outcome Type,Outcome Subtype,Zip Where Found,Latitude,Longitude,Zip Where Placed,OutcomeDate,OutcomeYear,OutcomeMonth
A459655,DOG,2012-04-04T00:00:00Z,2012,April,TUM TUM,UNKNOWN,Older than 1 year,MALE,TRUE,SMALL,BLACK,Owner Surrender,Adopted,Walk In,40211,38.2414,-85.8118,40218,2012-04-18T00:00:00Z,2012,April
A459655,DOG,2012-05-16T00:00:00Z,2012,May,TUM TUM,UNKNOWN,Older than 1 year,MALE,TRUE,SMALL,BLACK,Owner Surrender,Adopted,Walk In,40218,38.1938,-85.6573,40215,2012-05-18T00:00:00Z,2012,May
A459656,CAT,2012-06-28T00:00:00Z,2012,June,ATHENA,UNKNOWN,Youth - Younger than 1 year,FEMALE,TRUE,SMALL,BRN TABBY,Foster Return,Adopted,Foster,40299,38.1906,-85.5535,40299,2012-06-28T00:00:00Z,2012,June
A459656,CAT,2012-04-04T00:00:00Z,2012,April,ATHENA,UNKNOWN,Youth - Younger than 1 year,FEMALE,TRUE,SMALL,BRN TABBY,Stray,Foster,Time and Space,40203,38.2481,-85.7665,40299,2012-04-18T00:00:00Z,2012,April
A459657,DOG,2012-04-04T00:00:00Z,2012,April,CUT THROAT,UNKNOWN,UNKNOWN,MALE,FALSE,MED,WHITE,Impound,Euthanized,Behavior,40215,38.1919,-85.7841,UNKNOWN,2012-05-16T00:00:00Z,2012,May
A459658,DOG,2012-04-04T00:00:00Z,2012,April,PETY,GERM SHEPHERD - MIX,Older than 7 years,MALE,FALSE,LARGE,BR BRINDLE,Owner Surrender,Euthanized,Time and Space,47129,38.3039,-85.7679,UNKNOWN,2012-04-05T00:00:00Z,2012,April
A459659,CAT,2012-06-08T00:00:00Z,2012,June,ALLY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,TORTIE,Foster Return,Adopted,Internet,40215,38.1919,-85.7841,40214,2012-06-24T00:00:00Z,2012,June
A459659,CAT,2012-04-04T00:00:00Z,2012,April,ALLY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,TORTIE,Stray,Foster,Medical,40215,38.1919,-85.7841,40215,2012-04-11T00:00:00Z,2012,April
A459660,DOG,2012-04-04T00:00:00Z,2012,April,MIAMI,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,BLACK,Impound,Euthanized,Behavior,40215,38.1919,-85.7841,UNKNOWN,2012-05-16T00:00:00Z,2012,May
A459661,CAT,2012-04-04T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,MED,GRAY,Stray,Euthanized,Medical,40210,38.2307,-85.7867,UNKNOWN,2012-05-01T00:00:00Z,2012,May
A459662,CAT,2012-04-04T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,LARGE,BRN TABBY,Stray,Euthanized,Medical,40118,38.1061,-85.7536,UNKNOWN,2012-04-18T00:00:00Z,2012,April
A459705,DOG,2012-04-05T00:00:00Z,2012,April,RUSTY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BROWN,Stray,Returned to Owner,UNKNOWN,40211,38.2414,-85.8118,40216,2012-04-06T00:00:00Z,2012,April
A459787,DOG,2012-04-05T00:00:00Z,2012,April,HEIDI,POODLE STND - MIX,Older than 7 years,FEMALE,TRUE,PUPPY,WHITE,Stray,Returned to Owner,UNKNOWN,40207,38.2575,-85.6513,40206,2012-04-05T00:00:00Z,2012,April
A459788,CAT,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,MALE,TRUE,LARGE,BLK TABBY,Stray,Euthanized,Medical,40212,38.2663,-85.8,UNKNOWN,2012-04-19T00:00:00Z,2012,April
A459803,DOG,2012-04-05T00:00:00Z,2012,April,CHARLIE,UNKNOWN,UNKNOWN,MALE,FALSE,LARGE,BROWN,Stray,Returned to Owner,UNKNOWN,40229,38.0856,-85.6698,40215,2012-04-20T00:00:00Z,2012,April
A459836,DOG,2012-04-05T00:00:00Z,2012,April,SHERA,UNKNOWN,UNKNOWN,FEMALE,TRUE,LARGE,BLACK,Stray,Returned to Owner,UNKNOWN,40229,38.0856,-85.6698,40215,2012-04-20T00:00:00Z,2012,April
A459841,DOG,2012-04-05T00:00:00Z,2012,April,JASMINE,LABRADOR RETR - MIX,UNKNOWN,FEMALE,FALSE,LARGE,BLACK,Stray,Returned to Owner,UNKNOWN,40229,38.0856,-85.6698,40215,2012-04-20T00:00:00Z,2012,April
A459890,DOG,2012-04-05T00:00:00Z,2012,April,CHARA,LABRADOR RETR - MIX,Older than 1 year,FEMALE,TRUE,MED,BROWN,Stray,Adopted,Web PF,40210,38.2307,-85.7867,40220,2012-04-24T00:00:00Z,2012,April
A459891,CAT,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Infant - Younger than 6 months,FEMALE,FALSE,KITTN,SEAL PT,Stray,Euthanized,Medical,40215,38.1919,-85.7841,UNKNOWN,2012-04-27T00:00:00Z,2012,April
A459893,CAT,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Older than 1 year,FEMALE,FALSE,SMALL,TORTIE,Stray,Missing,In Kennel,40215,38.1919,-85.7841,UNKNOWN,2012-04-11T00:00:00Z,2012,April
A459895,DOG,2012-04-05T00:00:00Z,2012,April,XANDER,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,FALSE,SMALL,BLACK,Stray,Returned to Owner,UNKNOWN,40215,38.1919,-85.7841,40218,2012-04-07T00:00:00Z,2012,April
A459895,DOG,2012-07-14T00:00:00Z,2012,July,XANDER,LABRADOR RETR - MIX,Older than 1 year,MALE,FALSE,SMALL,BLACK,Stray,Transferred to Rescue Group,Ky Humane Society,40212,38.2663,-85.8,40214,2012-07-19T00:00:00Z,2012,July
A459897,CAT,2012-04-05T00:00:00Z,2012,April,STERLING,UNKNOWN,Older than 1 year,MALE,TRUE,LARGE,ORG TABBY,Stray,Returned to Owner,UNKNOWN,40291,38.1472,-85.5917,40291,2012-04-09T00:00:00Z,2012,April
A459899,CAT,2012-04-05T00:00:00Z,2012,April,SUKI,UNKNOWN,UNKNOWN,FEMALE,FALSE,LARGE,CALICO,Owner Surrender,Euthanized,Requested,40203,38.2481,-85.7665,UNKNOWN,2012-04-05T00:00:00Z,2012,April
A459913,CAT,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,SMALL,ORG TABBY,Stray,Euthanized,Medical,40229,38.0856,-85.6698,UNKNOWN,2012-04-12T00:00:00Z,2012,April
A459914,CAT,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,LARGE,CALICO,Stray,Euthanized,Medical,40229,38.0856,-85.6698,UNKNOWN,2012-04-13T00:00:00Z,2012,April
A459917,DOG,2012-04-05T00:00:00Z,2012,April,HOPE,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,TAN,Stray,Returned to Owner,UNKNOWN,40215,38.1919,-85.7841,40272,2012-04-06T00:00:00Z,2012,April
A459918,CAT,2012-04-05T00:00:00Z,2012,April,DUSTY,UNKNOWN,Older than 1 year,MALE,TRUE,MED,GRAY,Stray,Adopted,3rd Party,40207,38.2575,-85.6513,40207,2012-04-12T00:00:00Z,2012,April
A459919,DOG,2012-04-05T00:00:00Z,2012,April,BRUNO,UNKNOWN,Older than 1 year,MALE,TRUE,MED,TRICOLOR,Stray,Adopted,Friend,40216,38.1889,-85.8314,40245,2012-04-21T00:00:00Z,2012,April
A459920,OTHER,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,MED,BROWN,Stray,Foster,Medical,40258,38.1417,-85.8638,40215,2012-04-05T00:00:00Z,2012,April
A459921,DOG,2012-04-05T00:00:00Z,2012,April,INDY,BOXER - PIT BULL,Older than 1 year,MALE,TRUE,MED,BR BRINDLE,Owner Surrender,Euthanized,Behavior,40216,38.1889,-85.8314,UNKNOWN,2012-05-03T00:00:00Z,2012,May
A459922,CAT,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,TRUE,MED,WHITE,Stray,Euthanized,Medical,40217,38.2163,-85.739,UNKNOWN,2012-04-05T00:00:00Z,2012,April
A459923,DOG,2012-04-05T00:00:00Z,2012,April,JULIE,JACK RUSS TER - MANCHESTER TERR,Older than 1 year,FEMALE,TRUE,SMALL,BLACK,Stray,Adopted,Walk In,40204,38.2386,-85.7263,40291,2012-05-03T00:00:00Z,2012,May
A459924,OTHER,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,SMALL,GRAY,Stray,Disposal,UNKNOWN,40215,38.1919,-85.7841,UNKNOWN,2012-04-05T00:00:00Z,2012,April
A459925,CAT,2012-04-05T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,SMALL,BLK TABBY,Stray,Euthanized,Behavior,40272,38.0961,-85.8599,UNKNOWN,2012-04-11T00:00:00Z,2012,April
A460007,DOG,2012-04-06T00:00:00Z,2012,April,SILK,UNKNOWN,Older than 1 year,FEMALE,FALSE,LARGE,WHITE,Owner Surrender,Euthanized,Time and Space,40210,38.2307,-85.7867,UNKNOWN,2012-05-03T00:00:00Z,2012,May
A460025,DOG,2012-04-06T00:00:00Z,2012,April,DERBY,POMERANIAN - JACK RUSS TER,Youth - Younger than 1 year,MALE,TRUE,SMALL,TAN,Owner Surrender,Transferred to Rescue Group,Rescue Group,40272,38.0961,-85.8599,40299,2012-04-24T00:00:00Z,2012,April
A460044,DOG,2012-04-06T00:00:00Z,2012,April,HAN SOLO,GERM SHEPHERD - BELG MALINOIS,Older than 1 year,MALE,TRUE,LARGE,BLACK,Stray,Transferred to Rescue Group,Rescue Group,40215,38.1919,-85.7841,40059,2012-05-03T00:00:00Z,2012,May
A460060,CAT,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,LARGE,GRAY TABBY,Stray,Euthanized,Medical,40215,38.1919,-85.7841,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460065,DOG,2012-04-06T00:00:00Z,2012,April,SHLEBY,UNKNOWN,Older than 1 year,FEMALE,TRUE,LARGE,BLACK,Owner Surrender,Transferred to Rescue Group,Rescue Group,40214,38.1609,-85.7762,55428,2012-04-28T00:00:00Z,2012,April
A460071,DOG,2012-04-06T00:00:00Z,2012,April,OSCAR,JACK RUSS TER - MIX,Older than 1 year,MALE,TRUE,SMALL,TAN,Stray,Adopted,Petsmart Hurstborne,40203,38.2481,-85.7665,40222,2012-04-22T00:00:00Z,2012,April
A460075,CAT,2012-04-06T00:00:00Z,2012,April,LITTLE BIT,UNKNOWN,Older than 1 year,FEMALE,TRUE,MED,BRN TABBY,Owner Surrender,Adopted,Friend,40203,38.2481,-85.7665,40207,2012-04-14T00:00:00Z,2012,April
A460075,CAT,2012-04-27T00:00:00Z,2012,April,LITTLE BIT,UNKNOWN,Older than 1 year,FEMALE,TRUE,MED,BRN TABBY,Foster Return,Adopted,Petsmart Hurstborne,40207,38.2575,-85.6513,40299,2012-09-11T00:00:00Z,2012,September
A460079,CAT,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,MALE,TRUE,MED,ORG TABBY,Owner Surrender,Transferred to Rescue Group,Ky Humane Society,40210,38.2307,-85.7867,40214,2012-04-18T00:00:00Z,2012,April
A460080,CAT,2012-04-06T00:00:00Z,2012,April,PIRKY,UNKNOWN,Older than 7 years,MALE,FALSE,X-LRG,WHITE,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460082,DOG,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,LARGE,BR BRINDLE,Stray,Euthanized,Time and Space,40215,38.1919,-85.7841,UNKNOWN,2012-04-11T00:00:00Z,2012,April
A460088,CAT,2012-04-06T00:00:00Z,2012,April,MARIA,UNKNOWN,UNKNOWN,FEMALE,FALSE,LARGE,GRAY,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460091,CAT,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,X-LRG,TORTIE,Stray,Euthanized,Medical,40217,38.2163,-85.739,UNKNOWN,2012-04-19T00:00:00Z,2012,April
A460097,DOG,2012-08-06T00:00:00Z,2012,August,ROCO,AUST CATTLE DOG - MIX,Older than 1 year,MALE,TRUE,MED,BLACK,Owner Surrender,Adopted,Walk In,40203,38.2481,-85.7665,40217,2012-09-20T00:00:00Z,2012,September
A460097,DOG,2012-04-06T00:00:00Z,2012,April,ROCO,AUST CATTLE DOG - MIX,Older than 1 year,MALE,TRUE,MED,BLACK,Owner Surrender,Adopted,Walk In,40299,38.1906,-85.5535,40203,2012-05-30T00:00:00Z,2012,May
A460102,CAT,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,BRN TABBY,Stray,Euthanized,Medical,40215,38.1919,-85.7841,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460109,OTHER,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,MED,GRAY,Stray,Returned to Owner,In field,40215,38.1919,-85.7841,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460112,CAT,2012-04-06T00:00:00Z,2012,April,MOLLY,UNKNOWN,Older than 1 year,FEMALE,TRUE,MED,BRN TABBY,Owner Surrender,Euthanized,Medical,40219,38.1416,-85.6822,UNKNOWN,2012-04-19T00:00:00Z,2012,April
A460113,CAT,2012-04-06T00:00:00Z,2012,April,SUNNY,UNKNOWN,Older than 1 year,MALE,TRUE,LARGE,ORG TABBY,Owner Surrender,Euthanized,Requested,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460114,CAT,2012-04-06T00:00:00Z,2012,April,ALLY,UNKNOWN,Older than 1 year,FEMALE,TRUE,LARGE,BRN TABBY,Owner Surrender,Euthanized,Requested,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460115,DOG,2012-04-06T00:00:00Z,2012,April,REX,BEAGLE - MIX,Older than 7 years,MALE,FALSE,MED,BROWN,Owner Surrender,Euthanized,Requested,40213,38.1861,-85.713,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460116,CAT,2012-04-06T00:00:00Z,2012,April,CHLOE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460117,CAT,2012-04-06T00:00:00Z,2012,April,MOLLY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460118,CAT,2012-04-06T00:00:00Z,2012,April,BITSY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TORTIE,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2012-04-06T00:00:00Z,2012,April
A460119,DOG,2012-04-06T00:00:00Z,2012,April,BAYLEE,UNKNOWN,Older than 1 year,FEMALE,TRUE,SMALL,BROWN,Stray,Adopted,Friend,40204,38.2386,-85.7263,40208,2012-04-14T00:00:00Z,2012,April
A460120,CAT,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Older than 1 year,FEMALE,FALSE,MED,BRN TABBY,Stray,Euthanized,Medical,40258,38.1417,-85.8638,UNKNOWN,2012-04-25T00:00:00Z,2012,April
A460121,CAT,2012-04-06T00:00:00Z,2012,April,IZZY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BLACK,Stray,Foster,Medical,40258,38.1417,-85.8638,40205,2012-04-09T00:00:00Z,2012,April
A460121,CAT,2012-04-28T00:00:00Z,2012,April,IZZY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BLACK,Foster Return,Adopted,Walk In,40205,38.2229,-85.6833,40207,2012-04-28T00:00:00Z,2012,April
A460122,CAT,2012-04-06T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Older than 1 year,MALE,TRUE,LARGE,GRAY,Stray,Transferred to Rescue Group,Ky Humane Society,40215,38.1919,-85.7841,40214,2012-04-19T00:00:00Z,2012,April
A460145,DOG,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,BLACK,Stray,Disposal,UNKNOWN,40215,38.1919,-85.7841,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460156,DOG,2012-04-07T00:00:00Z,2012,April,MIDNITE,UNKNOWN,Older than 1 year,MALE,FALSE,LARGE,BLACK,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460158,DOG,2012-04-07T00:00:00Z,2012,April,HALEY,UNKNOWN,Older than 7 years,FEMALE,FALSE,LARGE,TAN,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460160,CAT,2012-04-07T00:00:00Z,2012,April,PRECIOUS,UNKNOWN,Older than 7 years,FEMALE,TRUE,LARGE,GRAY TABBY,Owner Surrender,Transferred to Rescue Group,Rescue Group,40245,38.2709,-85.4832,40031,2012-04-13T00:00:00Z,2012,April
A460161,CAT,2012-04-07T00:00:00Z,2012,April,DAISY,UNKNOWN,Older than 1 year,FEMALE,TRUE,LARGE,CALICO,Owner Surrender,Transferred to Rescue Group,Rescue Group,40245,38.2709,-85.4832,40031,2012-04-13T00:00:00Z,2012,April
A460164,CAT,2012-04-07T00:00:00Z,2012,April,MU-MU,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40220,38.215,-85.6221,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460165,DOG,2012-04-07T00:00:00Z,2012,April,CRAMER,COCKER SPAN - MIX,Older than 1 year,MALE,TRUE,MED,BLACK,Stray,Transferred to Rescue Group,Ky Humane Society,40219,38.1416,-85.6822,40214,2012-04-19T00:00:00Z,2012,April
A460166,DOG,2012-04-07T00:00:00Z,2012,April,DAZEY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40218,38.1938,-85.6573,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460171,DOG,2012-04-07T00:00:00Z,2012,April,CHA CHA,UNKNOWN,Older than 1 year,FEMALE,TRUE,SMALL,WHITE,Owner Surrender,Adopted,Walk In,40165,37.9979,-85.6967,40203,2012-04-12T00:00:00Z,2012,April
A460172,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Infant - Younger than 6 months,UNKNOWN,FALSE,KITTN,ORG TABBY,Stray,Euthanized,Medical,40215,38.1919,-85.7841,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460173,DOG,2012-04-07T00:00:00Z,2012,April,ROCKO,UNKNOWN,Older than 1 year,MALE,TRUE,SMALL,WHITE,Owner Surrender,Adopted,Friend,40218,38.1938,-85.6573,40207,2012-05-02T00:00:00Z,2012,May
A460174,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Infant - Younger than 6 months,UNKNOWN,FALSE,KITTN,BLK TABBY,Stray,Euthanized,Medical,40215,38.1919,-85.7841,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460175,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Infant - Younger than 6 months,UNKNOWN,FALSE,KITTN,BLK TABBY,Stray,Euthanized,Medical,40215,38.1919,-85.7841,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460177,DOG,2012-05-31T00:00:00Z,2012,May,PEANUT,POMERANIAN - CHIHUAHUA LH,Youth - Younger than 1 year,MALE,TRUE,TOY,TAN,Foster Return,Transferred to Rescue Group,Rescue Group,UNKNOWN,UNKNOWN,UNKNOWN,54452,2012-05-31T00:00:00Z,2012,May
A460177,DOG,2012-04-07T00:00:00Z,2012,April,PEANUT,POMERANIAN - CHIHUAHUA LH,Infant - Younger than 6 months,MALE,TRUE,TOY,TAN,Owner Surrender,Foster,Time and Space,40219,38.1416,-85.6822,UNKNOWN,2012-04-08T00:00:00Z,2012,April
A460179,DOG,2012-04-07T00:00:00Z,2012,April,CHARLIE,PUG - BOSTON TERRIER,Older than 1 year,MALE,TRUE,TOY,BLACK,Owner Surrender,Adopted,Walk In,40218,38.1938,-85.6573,40215,2012-04-13T00:00:00Z,2012,April
A460179,DOG,2012-06-14T00:00:00Z,2012,June,CHARLIE,PUG - BOSTON TERRIER,Older than 1 year,MALE,TRUE,TOY,BLACK,Owner Surrender,Adopted,Friend,40205,38.2229,-85.6833,40242,2012-06-16T00:00:00Z,2012,June
A460179,DOG,2012-06-06T00:00:00Z,2012,June,CHARLIE,PUG - BOSTON TERRIER,Older than 1 year,MALE,TRUE,TOY,BLACK,Owner Surrender,Adopted,Walk In,40215,38.1919,-85.7841,40205,2012-06-13T00:00:00Z,2012,June
A460182,CAT,2012-04-07T00:00:00Z,2012,April,SUZIE,UNKNOWN,Older than 7 years,FEMALE,FALSE,MED,TORTIE,Owner Surrender,Euthanized,Behavior,40272,38.0961,-85.8599,UNKNOWN,2012-04-24T00:00:00Z,2012,April
A460183,DOG,2012-05-15T00:00:00Z,2012,May,UNKNOWN,COLLIE SMOOTH - MIX,UNKNOWN,FEMALE,FALSE,PUPPY,WHITE,Foster Return,Transferred to Rescue Group,Rescue Group,40299,38.1906,-85.5535,40299,2012-05-15T00:00:00Z,2012,May
A460183,DOG,2012-04-07T00:00:00Z,2012,April,UNKNOWN,COLLIE SMOOTH - MIX,UNKNOWN,FEMALE,FALSE,PUPPY,WHITE,Stray,Foster,Behavior,40215,38.1919,-85.7841,40299,2012-04-10T00:00:00Z,2012,April
A460186,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,GRAY TIGER,Stray,Transferred to Rescue Group,UNKNOWN,40208,38.2188,-85.7624,40504,2012-04-26T00:00:00Z,2012,April
A460188,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,BRN TABBY,Stray,Euthanized,Medical,40214,38.1609,-85.7762,UNKNOWN,2012-04-17T00:00:00Z,2012,April
A460190,CAT,2012-04-07T00:00:00Z,2012,April,TRINITY,UNKNOWN,Older than 1 year,FEMALE,TRUE,SMALL,BRN TABBY,Owner Surrender,Adopted,Walk In,40214,38.1609,-85.7762,40205,2012-07-17T00:00:00Z,2012,July
A460191,DOG,2012-04-07T00:00:00Z,2012,April,GRIZZLY,ROTTWEILER - LABRADOR RETR,UNKNOWN,MALE,TRUE,X-LRG,TAN,Stray,Returned to Owner,UNKNOWN,40215,38.1919,-85.7841,40215,2012-05-04T00:00:00Z,2012,May
A460192,CAT,2012-04-07T00:00:00Z,2012,April,KERMIT,UNKNOWN,Older than 1 year,MALE,TRUE,MED,WHITE,Stray,Adopted,Promotion,40272,38.0961,-85.8599,40215,2012-05-26T00:00:00Z,2012,May
A460193,DOG,2012-04-07T00:00:00Z,2012,April,WINSTON,UNKNOWN,Older than 1 year,MALE,TRUE,LARGE,WHITE,Stray,Adopted,Internet,40205,38.2229,-85.6833,40207,2012-05-04T00:00:00Z,2012,May
A460194,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Older than 1 year,MALE,FALSE,MED,BLACK,Stray,Euthanized,Medical,40217,38.2163,-85.739,40223,2012-05-16T00:00:00Z,2012,May
A460195,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Older than 7 years,MALE,FALSE,MED,BLACK,Stray,Euthanized,Medical,40217,38.2163,-85.739,UNKNOWN,2012-07-25T00:00:00Z,2012,July
A460196,CAT,2012-04-07T00:00:00Z,2012,April,JESTER,UNKNOWN,Older than 1 year,MALE,TRUE,MED,ORG TABBY,Stray,Adopted,Friend,40217,38.2163,-85.739,40204,2012-07-05T00:00:00Z,2012,July
A460197,DOG,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,MED,WHITE,Stray,Disposal,UNKNOWN,40215,38.1919,-85.7841,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A460198,CAT,2012-04-07T00:00:00Z,2012,April,UNKNOWN,UNKNOWN,Older than 1 year,MALE,FALSE,MED,BRN TABBY,Stray,Euthanized,Medical,40215,38.1919,-85.7841,UNKNOWN,2012-04-17T00:00:00Z,2012,April
A460199,CAT,2012-04-26T00:00:00Z,2012,April,PENNY,UNKNOWN,Older than 1 year,FEMALE,TRUE,MED,TORTIE,Foster Return,Adopted,Walk In,40160,37.8285,-85.9389,UNKNOWN,2012-06-06T00:00:00Z,2012,June
A460199,CAT,2012-04-07T00:00:00Z,2012,April,PENNY,UNKNOWN,Older than 1 year,FEMALE,TRUE,MED,TORTIE,Stray,Foster,Time and Space,40258,38.1417,-85.8638,40160,2012-04-10T00:00:00Z,2012,April
A460200,CAT,2012-04-07T00:00:00Z,2012,April,WYNN,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BLACK,Stray,Foster,Time and Space,40258,38.1417,-85.8638,40160,2012-04-09T00:00:00Z,2012,April
A460200,CAT,2012-05-09T00:00:00Z,2012,May,WYNN,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BLACK,Foster Return,Adopted,Foster,40160,37.8285,-85.9389,40160,2012-05-13T00:00:00Z,2012,May
A460201,CAT,2012-05-09T00:00:00Z,2012,May,FINN,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,GRAY TIGER,Foster Return,Adopted,Foster,40160,37.8285,-85.9389,40160,2012-05-13T00:00:00Z,2012,May
A460201,CAT,2012-04-07T00:00:00Z,2012,April,FINN,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,GRAY TIGER,Stray,Foster,Time and Space,40258,38.1417,-85.8638,40160,2012-04-09T00:00:00Z,2012,April
A460205,DOG,2012-04-08T00:00:00Z,2012,April,CODY,BORDER COLLIE - MIX,UNKNOWN,MALE,FALSE,MED,TAN,Owner Surrender,Disposal,UNKNOWN,40211,38.2414,-85.8118,UNKNOWN,2012-04-08T00:00:00Z,2012,April
A460206,DOG,2012-04-08T00:00:00Z,2012,April,BARLEY,BOXER - MIX,Youth - Younger than 1 year,MALE,TRUE,PUPPY,BR BRINDLE,Stray,Foster,Medical,40215,38.1919,-85.7841,40228,2012-04-16T00:00:00Z,2012,April
A460206,DOG,2012-04-28T00:00:00Z,2012,April,BARLEY,BOXER - MIX,Youth - Younger than 1 year,MALE,TRUE,PUPPY,BR BRINDLE,Foster Return,Adopted,Web PF,40228,38.1376,-85.6274,40219,2012-05-04T00:00:00Z,2012,May
A460207,DOG,2012-04-08T00:00:00Z,2012,April,UNKNOWN,CHOW CHOW - GERM SHEPHERD,UNKNOWN,MALE,FALSE,LARGE,BROWN,Stray,Euthanized,Behavior,40215,38.1919,-85.7841,UNKNOWN,2012-04-18T00:00:00Z,2012,April
