AnimalID,AnimalType,Intake Date,IntakeYear,IntakeMonth,Name,Breed,Estimated Age,Sex,SpayNeuter,Size,Color,IntakeType,Outcome Type,Outcome Subtype,Zip Where Found,Latitude,Longitude,Zip Where Placed,OutcomeDate,OutcomeYear,OutcomeMonth
A000049,DOG,2012-08-04T00:00:00Z,2012,August,STELLA,COLLIE ROUGH - POMERANIAN,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Transferred to Rescue Group,UNKNOWN,40211,38.2414,-85.8118,46410,2012-08-17T00:00:00Z,2012,August
A000179,DOG,2011-07-29T00:00:00Z,2011,July,DEE DEE,COLLIE SMOOTH - MIX,Older than 7 years,FEMALE,TRUE,LARGE,BROWN,Owner Surrender,Euthanized,Requested,40118,38.1061,-85.7536,UNKNOWN,2011-07-29T00:00:00Z,2011,July
A001010,DOG,2011-02-04T00:00:00Z,2011,February,KATIE,UNKNOWN,Older than 1 year,FEMALE,TRUE,LARGE,CHOCOLATE,Stray,Returned to Owner,UNKNOWN,40214,38.1609,-85.7762,40215,2011-02-12T00:00:00Z,2011,February
A001151,DOG,2011-02-07T00:00:00Z,2011,February,CHANCE,LABRADOR RETR - MIX,Older than 1 year,MALE,TRUE,MED,BROWN,Stray,Returned to Owner,In field,40118,38.1061,-85.7536,40118,2011-02-07T00:00:00Z,2011,February
A002054,DOG,2011-10-15T00:00:00Z,2011,October,KILO,UNKNOWN,Older than 7 years,MALE,TRUE,MED,WHITE,Owner Surrender,Returned to Owner,UNKNOWN,40272,38.0961,-85.8599,40272,2011-10-24T00:00:00Z,2011,October
A002110,DOG,2011-07-29T00:00:00Z,2011,July,JOEY,UNKNOWN,Older than 7 years,FEMALE,TRUE,SMALL,BLACK,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2011-07-29T00:00:00Z,2011,July
A003013,DOG,2012-05-13T00:00:00Z,2012,May,ALLEY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,FAWN,Owner Surrender,Euthanized,Medical,40258,38.1417,-85.8638,UNKNOWN,2012-05-13T00:00:00Z,2012,May
A003142,DOG,2012-04-17T00:00:00Z,2012,April,TYSON,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BR BRINDLE,Stray,Returned to Owner,UNKNOWN,40220,38.215,-85.6221,UNKNOWN,2012-04-18T00:00:00Z,2012,April
A003758,DOG,2011-06-14T00:00:00Z,2011,June,RALPHIE,BEAGLE - MIX,Older than 7 years,MALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Medical,40291,38.1472,-85.5917,UNKNOWN,2011-06-14T00:00:00Z,2011,June
A003880,DOG,2012-03-12T00:00:00Z,2012,March,AMBER,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40213,38.1861,-85.713,UNKNOWN,2012-03-12T00:00:00Z,2012,March
A004866,DOG,2011-01-25T00:00:00Z,2011,January,JIMBO,BEAGLE - MIX,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,UNKNOWN,40216,38.1889,-85.8314,UNKNOWN,2011-01-25T00:00:00Z,2011,January
A006322,DOG,2011-06-03T00:00:00Z,2011,June,KING,COLLIE SMOOTH - PURE BRED,Older than 7 years,MALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40204,38.2386,-85.7263,UNKNOWN,2011-06-03T00:00:00Z,2011,June
A007666,CAT,2011-11-26T00:00:00Z,2011,November,K C,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2011-11-26T00:00:00Z,2011,November
A008414,CAT,2011-09-30T00:00:00Z,2011,September,SMOKEY,DOMESTIC SH - MIX,Older than 7 years,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-09-30T00:00:00Z,2011,September
A009644,DOG,2011-07-13T00:00:00Z,2011,July,GYPSY,MIX - BEAGLE,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40208,38.2188,-85.7624,UNKNOWN,2011-07-13T00:00:00Z,2011,July
A011975,DOG,2011-05-11T00:00:00Z,2011,May,JOYCE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40211,38.2414,-85.8118,UNKNOWN,2011-05-11T00:00:00Z,2011,May
A012055,DOG,2011-03-14T00:00:00Z,2011,March,MIDNIGHT,AMER ESKIMO - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40118,38.1061,-85.7536,UNKNOWN,2011-03-14T00:00:00Z,2011,March
A013516,DOG,2011-05-17T00:00:00Z,2011,May,DAKOTA,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Stray,Adopted,Walk In,UNKNOWN,UNKNOWN,UNKNOWN,40242,2011-06-29T00:00:00Z,2011,June
A014072,DOG,2012-09-08T00:00:00Z,2012,September,ANGEL,SIBERIAN HUSKY - MIX,Older than 7 years,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Requested,40229,38.0856,-85.6698,40229,2012-09-08T00:00:00Z,2012,September
A015357,CAT,2011-01-10T00:00:00Z,2011,January,SASSY,TURKISH ANGORA - PERSIAN,Older than 7 years,FEMALE,TRUE,MED,WHITE,Owner Surrender,Transferred to Rescue Group,Rescue Group,40214,38.1609,-85.7762,40268,2011-01-22T00:00:00Z,2011,January
A018787,DOG,2011-04-26T00:00:00Z,2011,April,WIZARD,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,UNKNOWN,40210,38.2307,-85.7867,UNKNOWN,2011-04-26T00:00:00Z,2011,April
A018862,DOG,2011-08-24T00:00:00Z,2011,August,BUTCH,DALMATIAN - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Stray,Returned to Owner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40215,2011-08-24T00:00:00Z,2011,August
A019162,DOG,2011-11-04T00:00:00Z,2011,November,WHISKEY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-11-04T00:00:00Z,2011,November
A019200,DOG,2011-07-31T00:00:00Z,2011,July,POLLY,GOLDEN RETR - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLONDE,Owner Surrender,Euthanized,Requested,40118,38.1061,-85.7536,UNKNOWN,2011-07-31T00:00:00Z,2011,July
A019290,DOG,2011-06-02T00:00:00Z,2011,June,BUD,GERM SHEPHERD - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-06-02T00:00:00Z,2011,June
A019413,DOG,2011-02-07T00:00:00Z,2011,February,MIDNIGHT,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,UNKNOWN,40215,38.1919,-85.7841,UNKNOWN,2011-02-07T00:00:00Z,2011,February
A019773,DOG,2012-10-05T00:00:00Z,2012,October,ANTOINE,POODLE TOY - PURE BRED,Older than 7 years,MALE,TRUE,MED,APRICOT,Owner Surrender,Euthanized,Requested,40299,38.1906,-85.5535,UNKNOWN,2012-10-05T00:00:00Z,2012,October
A019773,DOG,2011-01-22T00:00:00Z,2011,January,ANTOINE,POODLE TOY - PURE BRED,Older than 7 years,MALE,TRUE,MED,APRICOT,Stray,Returned to Owner,UNKNOWN,40299,38.1906,-85.5535,40299,2011-01-24T00:00:00Z,2011,January
A020384,DOG,2011-05-09T00:00:00Z,2011,May,LADDIE,COLLIE SMOOTH - MIX,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-05-09T00:00:00Z,2011,May
A020787,DOG,2011-12-30T00:00:00Z,2011,December,LIBERTY,LABRADOR RETR - MIX,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2011-12-30T00:00:00Z,2011,December
A021807,DOG,2011-12-16T00:00:00Z,2011,December,LUCY,BLOODHOUND - PURE BRED,Older than 7 years,FEMALE,FALSE,MED,RED,Owner Surrender,Euthanized,Requested,40258,38.1417,-85.8638,UNKNOWN,2011-12-20T00:00:00Z,2011,December
A024422,DOG,2011-04-15T00:00:00Z,2011,April,BUBBY,COCKER-POO - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Disposal,UNKNOWN,40258,38.1417,-85.8638,UNKNOWN,2011-04-15T00:00:00Z,2011,April
A024736,DOG,2011-07-29T00:00:00Z,2011,July,BANDIT,GERM SHEPHERD - PURE BRED,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40206,38.2547,-85.7025,UNKNOWN,2011-07-29T00:00:00Z,2011,July
A026598,DOG,2012-04-11T00:00:00Z,2012,April,PENNY,DACHSHUND - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2012-04-11T00:00:00Z,2012,April
A026823,DOG,2011-06-16T00:00:00Z,2011,June,WENDELL,CHOW CHOW - CHOW CHOW,Older than 7 years,MALE,TRUE,MED,BR BRINDLE,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-06-16T00:00:00Z,2011,June
A027542,DOG,2012-04-07T00:00:00Z,2012,April,BEAR,BORDER COLLIE - MIX,Older than 7 years,MALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40211,38.2414,-85.8118,UNKNOWN,2012-04-07T00:00:00Z,2012,April
A027729,DOG,2012-03-19T00:00:00Z,2012,March,BRUTUS,BOXER - PURE BRED,Older than 7 years,MALE,TRUE,MED,FAWN,Owner Surrender,Euthanized,Requested,40258,38.1417,-85.8638,UNKNOWN,2012-03-19T00:00:00Z,2012,March
A028419,CAT,2011-10-21T00:00:00Z,2011,October,RACHEL,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Requested,40220,38.215,-85.6221,UNKNOWN,2011-10-21T00:00:00Z,2011,October
A028961,DOG,2012-06-09T00:00:00Z,2012,June,ANGEL,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2012-06-09T00:00:00Z,2012,June
A029578,DOG,2011-06-09T00:00:00Z,2011,June,BOSS,UNKNOWN,Older than 7 years,MALE,FALSE,MED,YELLOW,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-06-09T00:00:00Z,2011,June
A030316,DOG,2011-10-24T00:00:00Z,2011,October,SMOKY THE BE,UNKNOWN,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,UNKNOWN,2011-11-29T00:00:00Z,2011,November
A035912,CAT,2012-03-06T00:00:00Z,2012,March,GIDGET,SIAMESE - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,SEAL PT,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2012-03-06T00:00:00Z,2012,March
A039463,DOG,2012-10-05T00:00:00Z,2012,October,LUCKY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,40215,2012-10-05T00:00:00Z,2012,October
A041498,DOG,2011-02-04T00:00:00Z,2011,February,SAM,UNKNOWN,Older than 7 years,MALE,FALSE,MED,RED,Stray,Returned to Owner,UNKNOWN,40208,38.2188,-85.7624,40208,2011-02-05T00:00:00Z,2011,February
A041577,DOG,2011-08-08T00:00:00Z,2011,August,SANDY,GOLDEN RETR - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,GOLD,Owner Surrender,Euthanized,Requested,40299,38.1906,-85.5535,UNKNOWN,2011-08-08T00:00:00Z,2011,August
A043861,DOG,2012-03-12T00:00:00Z,2012,March,ROXIE,BOXER - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2012-03-12T00:00:00Z,2012,March
A044074,DOG,2011-08-15T00:00:00Z,2011,August,PONCHO,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2011-08-15T00:00:00Z,2011,August
A045028,DOG,2012-03-26T00:00:00Z,2012,March,SHEBRA,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40208,38.2188,-85.7624,UNKNOWN,2012-03-26T00:00:00Z,2012,March
A047849,DOG,2012-05-28T00:00:00Z,2012,May,TUFFY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,RED,Stray,Adopted,3rd Party,40228,38.1376,-85.6274,UNKNOWN,2012-06-05T00:00:00Z,2012,June
A050803,DOG,2011-04-25T00:00:00Z,2011,April,STORM,CHOW CHOW - MIX,Older than 7 years,FEMALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2011-04-25T00:00:00Z,2011,April
A051865,DOG,2012-02-25T00:00:00Z,2012,February,CHOO CHOO,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,CREAM,Owner Surrender,Euthanized,Requested,40218,38.1938,-85.6573,UNKNOWN,2012-02-25T00:00:00Z,2012,February
A052172,DOG,2011-08-22T00:00:00Z,2011,August,DUTCHESS,ST BERNARD RGH - PURE BRED,Older than 7 years,FEMALE,FALSE,MED,BROWN,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,40216,2011-08-22T00:00:00Z,2011,August
A053794,CAT,2011-07-01T00:00:00Z,2011,July,CELLARS,DOMESTIC SH - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,UNKNOWN,2011-07-01T00:00:00Z,2011,July
A054438,DOG,2011-10-05T00:00:00Z,2011,October,BEE BEE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2011-10-05T00:00:00Z,2011,October
A055013,DOG,2011-06-08T00:00:00Z,2011,June,BABY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,LIVER,Owner Surrender,Euthanized,Requested,40208,38.2188,-85.7624,UNKNOWN,2011-06-08T00:00:00Z,2011,June
A059537,DOG,2011-07-26T00:00:00Z,2011,July,BAMMER,UNKNOWN,Older than 7 years,MALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40205,38.2229,-85.6833,UNKNOWN,2011-07-26T00:00:00Z,2011,July
A061901,DOG,2011-08-03T00:00:00Z,2011,August,SASSY,AKITA - PURE BRED,Older than 7 years,FEMALE,FALSE,MED,BLACK,Stray,Transferred to Rescue Group,Rescue Group,UNKNOWN,UNKNOWN,UNKNOWN,60631,2011-08-16T00:00:00Z,2011,August
A062955,DOG,2011-03-06T00:00:00Z,2011,March,MOSES,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BRINDLE,Stray,Returned to Owner,UNKNOWN,40215,38.1919,-85.7841,40215,2011-03-07T00:00:00Z,2011,March
A063128,DOG,2011-10-28T00:00:00Z,2011,October,FLASH,LABRADOR RETR - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-10-28T00:00:00Z,2011,October
A063722,CAT,2011-08-09T00:00:00Z,2011,August,AUDRA,DOMESTIC SH - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,WHITE,Owner Surrender,Euthanized,Requested,40241,38.3056,-85.5842,UNKNOWN,2011-08-09T00:00:00Z,2011,August
A065817,DOG,2011-01-19T00:00:00Z,2011,January,PATCHES,SHIBA INU - RAT TERRIER,Older than 7 years,FEMALE,TRUE,MED,TRICOLOR,Stray,Transferred to Rescue Group,Rescue Group,UNKNOWN,UNKNOWN,UNKNOWN,11552,2011-02-17T00:00:00Z,2011,February
A066017,DOG,2012-07-05T00:00:00Z,2012,July,FRED,LABRADOR RETR - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,UNKNOWN,40220,38.215,-85.6221,UNKNOWN,2012-07-05T00:00:00Z,2012,July
A066097,DOG,2011-12-05T00:00:00Z,2011,December,CASEY,GERM SHEPHERD - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2011-12-05T00:00:00Z,2011,December
A067895,DOG,2011-05-02T00:00:00Z,2011,May,LADY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-05-02T00:00:00Z,2011,May
A070924,DOG,2012-07-20T00:00:00Z,2012,July,JERI,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BEIGE,Owner Surrender,Euthanized,Requested,40228,38.1376,-85.6274,UNKNOWN,2012-07-20T00:00:00Z,2012,July
A072485,DOG,2011-08-03T00:00:00Z,2011,August,SHEBA,UNKNOWN,Older than 7 years,FEMALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-08-03T00:00:00Z,2011,August
A072777,DOG,2011-10-07T00:00:00Z,2011,October,BABY,FOX TERR SMOOTH - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-10-07T00:00:00Z,2011,October
A073022,DOG,2012-03-23T00:00:00Z,2012,March,FRED,GOLDEN RETR - PURE BRED,Older than 7 years,MALE,TRUE,MED,UNKNOWN,Owner Surrender,Euthanized,Requested,40291,38.1472,-85.5917,UNKNOWN,2012-03-23T00:00:00Z,2012,March
A074410,DOG,2011-12-24T00:00:00Z,2011,December,SPENCER,UNKNOWN,Older than 7 years,MALE,TRUE,MED,WHITE,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,UNKNOWN,2011-12-24T00:00:00Z,2011,December
A076108,DOG,2011-10-06T00:00:00Z,2011,October,PRINCESS,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-10-06T00:00:00Z,2011,October
A076890,CAT,2011-01-24T00:00:00Z,2011,January,TOBY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Medical,40291,38.1472,-85.5917,UNKNOWN,2011-02-08T00:00:00Z,2011,February
A076892,CAT,2012-05-07T00:00:00Z,2012,May,CALLIE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TORTI,Foster Return,Adopted,Foster,40213,38.1861,-85.713,40213,2012-05-07T00:00:00Z,2012,May
A076892,CAT,2011-01-24T00:00:00Z,2011,January,CALLIE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TORTI,Owner Surrender,Foster,Time and Space,40291,38.1472,-85.5917,40213,2011-02-03T00:00:00Z,2011,February
A077452,DOG,2011-03-27T00:00:00Z,2011,March,POODIE,ROTTWEILER - PURE BRED,Older than 7 years,FEMALE,FALSE,MED,BLACK,Owner Surrender,Disposal,UNKNOWN,40215,38.1919,-85.7841,UNKNOWN,2011-03-27T00:00:00Z,2011,March
A079774,DOG,2011-06-20T00:00:00Z,2011,June,CHAMPAGNE,UNKNOWN,Older than 7 years,FEMALE,FALSE,LARGE,BROWN,Owner Surrender,Euthanized,Requested,40220,38.215,-85.6221,UNKNOWN,2011-06-20T00:00:00Z,2011,June
A079913,DOG,2011-10-03T00:00:00Z,2011,October,SKY BLUE,SIBERIAN HUSKY - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40213,38.1861,-85.713,UNKNOWN,2011-10-03T00:00:00Z,2011,October
A080617,DOG,2012-08-05T00:00:00Z,2012,August,TAZ,LABRADOR RETR - CHOW CHOW,Older than 7 years,MALE,TRUE,MED,BROWN,Disposal Request by Public,Disposal,UNKNOWN,40216,38.1889,-85.8314,UNKNOWN,2012-08-05T00:00:00Z,2012,August
A080705,DOG,2011-01-14T00:00:00Z,2011,January,TUBBY,LABRADOR RETR - PURE BRED,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40204,38.2386,-85.7263,UNKNOWN,2011-01-14T00:00:00Z,2011,January
A084603,DOG,2012-02-11T00:00:00Z,2012,February,TRIBBLE,AKITA - LABRADOR RETR,Older than 7 years,MALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,UNKNOWN,2012-02-11T00:00:00Z,2012,February
A086039,DOG,2012-04-19T00:00:00Z,2012,April,MATTIE,LABRADOR RETR - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BROWN,Stray,Adopted,Friend,UNKNOWN,UNKNOWN,UNKNOWN,40205,2012-04-25T00:00:00Z,2012,April
A086039,DOG,2012-02-18T00:00:00Z,2012,February,MATTIE,LABRADOR RETR - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BROWN,Stray,Returned to Owner,UNKNOWN,40206,38.2547,-85.7025,40217,2012-02-21T00:00:00Z,2012,February
A088333,DOG,2011-11-29T00:00:00Z,2011,November,TARA,SCHNAUZER MIN - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Stray,Returned to Owner,UNKNOWN,40211,38.2414,-85.8118,40215,2011-12-15T00:00:00Z,2011,December
A088894,CAT,2011-10-20T00:00:00Z,2011,October,MISSY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40205,38.2229,-85.6833,UNKNOWN,2011-10-20T00:00:00Z,2011,October
A090534,DOG,2012-01-04T00:00:00Z,2012,January,SIMBA,CHOW CHOW - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLONDE,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2012-01-04T00:00:00Z,2012,January
A091739,DOG,2012-03-09T00:00:00Z,2012,March,MOSES,YORKSHIRE TERR - POMERANIAN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40291,38.1472,-85.5917,UNKNOWN,2012-03-09T00:00:00Z,2012,March
A094857,DOG,2012-09-26T00:00:00Z,2012,September,REBA,AUST SHEPHERD - MIX,Older than 7 years,FEMALE,TRUE,MED,MERLE,Stray,Returned to Owner,UNKNOWN,40215,38.1919,-85.7841,40245,2012-09-26T00:00:00Z,2012,September
A095877,DOG,2011-09-14T00:00:00Z,2011,September,DUCHESS,GERM SHEPHERD - PURE BRED,UNKNOWN,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40229,38.0856,-85.6698,UNKNOWN,2011-09-14T00:00:00Z,2011,September
A097733,DOG,2012-03-06T00:00:00Z,2012,March,PRETTY BOY,LABRADOR RETR - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Medical,40272,38.0961,-85.8599,UNKNOWN,2012-03-06T00:00:00Z,2012,March
A098216,DOG,2011-10-25T00:00:00Z,2011,October,CASSIE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,FAWN,Owner Surrender,Euthanized,Requested,40299,38.1906,-85.5535,UNKNOWN,2011-10-25T00:00:00Z,2011,October
A098993,DOG,2011-10-06T00:00:00Z,2011,October,CHARLIE,CHOW CHOW - MIX,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Medical,40212,38.2663,-85.8,UNKNOWN,2011-11-29T00:00:00Z,2011,November
A099328,DOG,2011-10-29T00:00:00Z,2011,October,MOLLY,BULL TERRIER - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40220,38.215,-85.6221,UNKNOWN,2011-10-29T00:00:00Z,2011,October
A100093,DOG,2012-07-14T00:00:00Z,2012,July,ZACK,LABRADOR RETR - GERM SHEPHERD,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,40214,2012-07-14T00:00:00Z,2012,July
A100844,DOG,2011-11-29T00:00:00Z,2011,November,BLUE,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Stray,Euthanized,Requested,40215,38.1919,-85.7841,40214,2011-11-29T00:00:00Z,2011,November
A101014,DOG,2011-03-11T00:00:00Z,2011,March,SATAN,ROTTWEILER - MIX,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,UNKNOWN,40215,38.1919,-85.7841,UNKNOWN,2011-03-11T00:00:00Z,2011,March
A101389,DOG,2011-05-14T00:00:00Z,2011,May,SASSY,DALMATIAN - MIX,Older than 7 years,FEMALE,TRUE,MED,BLACK,Stray,Returned to Owner,UNKNOWN,40216,38.1889,-85.8314,40216,2011-05-16T00:00:00Z,2011,May
A102372,DOG,2011-03-04T00:00:00Z,2011,March,WAGGLES,SHIH TZU - PURE BRED,Older than 7 years,FEMALE,FALSE,MED,GRAY,Owner Surrender,Euthanized,UNKNOWN,40228,38.1376,-85.6274,UNKNOWN,2011-03-04T00:00:00Z,2011,March
A103035,CAT,2011-04-23T00:00:00Z,2011,April,PEACE,UNKNOWN,Older than 7 years,MALE,TRUE,MED,WHITE,Owner Surrender,Euthanized,Requested,40205,38.2229,-85.6833,UNKNOWN,2011-04-23T00:00:00Z,2011,April
A103965,DOG,2012-02-22T00:00:00Z,2012,February,DUCHESS,GERM SHEPHERD - GOLDEN RETR,Older than 7 years,FEMALE,TRUE,LARGE,BROWN,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2012-02-22T00:00:00Z,2012,February
A104706,DOG,2011-03-30T00:00:00Z,2011,March,SHEBA,SIBERIAN HUSKY - MIX,Older than 7 years,FEMALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-03-30T00:00:00Z,2011,March
A104726,DOG,2012-02-15T00:00:00Z,2012,February,SCOOTER,UNKNOWN,Older than 7 years,MALE,TRUE,TOY,BLACK,Disposal Request by Public,Disposal,UNKNOWN,40228,38.1376,-85.6274,UNKNOWN,2012-03-20T00:00:00Z,2012,March
A105392,DOG,2012-08-22T00:00:00Z,2012,August,BODAIOUS,AMERICAN STAFF - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2012-08-22T00:00:00Z,2012,August
A105944,DOG,2012-08-28T00:00:00Z,2012,August,HARLEY,UNKNOWN,Older than 7 years,MALE,FALSE,MED,TRICOLOR,Owner Surrender,Euthanized,Medical,40216,38.1889,-85.8314,UNKNOWN,2012-08-28T00:00:00Z,2012,August
A106098,DOG,2011-10-06T00:00:00Z,2011,October,KNUCKLES,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,UNKNOWN,2011-10-06T00:00:00Z,2011,October
A107199,DOG,2011-04-20T00:00:00Z,2011,April,MAGGIE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40217,38.2163,-85.739,40217,2011-04-20T00:00:00Z,2011,April
